credit_card_number,ipv4,Unnamed: 2
4040591901779530,172.24.240.20,NULL
4052038825455270564,192.168.99.81,NULL
6508226835147377,192.168.15.133,NULL
5289620621301379,10.113.137.243,NULL
4978709350688558,172.28.143.12,NULL
343828458579794,192.168.191.205,NULL
4585593353522724,10.130.162.176,NULL
4252612540950499,10.235.180.164,NULL
4656861373932684,172.24.116.214,NULL
4965140888868,172.25.141.54,NULL
340445909356434,192.168.143.252,NULL
4220757903136514,10.5.198.225,NULL
180018413280052,192.168.221.21,NULL
4055875204455,192.168.58.190,NULL
6011135693741041,192.168.178.223,NULL
3536105697055360,10.235.67.77,NULL
348995365802661,10.239.78.228,NULL
4088116450471022946,10.176.166.217,NULL
4192864972477,192.168.177.217,NULL
3563372558080277,10.0.171.209,NULL
5511948860931469,172.16.80.97,NULL
340561706115037,10.126.100.174,NULL
5170022442641715,192.168.9.151,NULL
6572539585004031,192.168.42.214,NULL
30592302749247,172.22.194.209,NULL
379752898478820,10.244.71.26,NULL
5159891892008483,10.13.137.69,NULL
5438885772990755,172.24.224.128,NULL
676320024133,10.137.200.252,NULL
349452095625565,172.25.204.237,NULL
676358146493,172.17.149.132,NULL
30332589966812,172.25.58.130,NULL
5539099824203567,172.31.249.212,NULL
180085468897148,172.19.3.107,NULL
3593720746435932,172.20.3.57,NULL
6011461042902971,172.16.198.228,NULL
639093583842,10.0.243.245,NULL
348411372309039,172.21.198.200,NULL
3557831970566500,192.168.135.206,NULL
343395845493717,172.29.220.55,NULL
4240768706936725,10.47.138.249,NULL
4180460853197943864,192.168.169.224,NULL
3500758339144919,10.45.238.181,NULL
6585436935789996,172.16.199.167,NULL
373072197453671,10.52.165.117,NULL
4700953964527076,10.124.13.82,NULL
4981262851071,172.26.89.232,NULL
6539849201479554,192.168.236.14,NULL
4540242707668551,172.25.155.4,NULL
379662798373627,192.168.10.226,NULL
4262202262817038395,172.31.131.196,NULL
4230927296860511,192.168.119.201,NULL
347146061179845,192.168.191.143,NULL
4376888961852494,10.21.230.171,NULL
3529249367239778,10.220.11.135,NULL
213177141061662,10.53.151.122,NULL
4738635052070,10.14.232.47,NULL
4226496600568895804,172.17.96.14,NULL
30138866176383,10.53.224.127,NULL
2228971662130784,192.168.42.172,NULL
4373288813848217,192.168.206.154,NULL
30236735376836,172.31.240.112,NULL
4426148713293,10.28.205.193,NULL
3583210051337149,10.110.52.184,NULL
376082844237556,10.170.39.122,NULL
180028030960614,172.28.209.207,NULL
4974161674579,10.80.37.196,NULL
6519869142686715,192.168.254.227,NULL
3581822946805072,192.168.150.99,NULL
3501488345906494,192.168.51.226,NULL
4651152926604060,172.22.169.65,NULL
4850051179897,192.168.252.75,NULL
4671555398663032,172.27.87.236,NULL
213174744193232,172.21.229.72,NULL
3561203292056772,10.78.133.37,NULL
4221132609522856381,10.11.2.248,NULL
567918822295,10.211.10.90,NULL
30254614291133,10.144.33.2,NULL
30081511376802,172.24.113.150,NULL
4501829685978957,192.168.69.167,NULL
4756162265840690,10.129.182.182,NULL
345671644006597,192.168.49.141,NULL
4574250997288496007,172.28.49.181,NULL
4108113038622951128,172.23.76.10,NULL
30349149221595,192.168.5.186,NULL
4054839288877069,192.168.253.76,NULL
570901798647,172.19.215.229,NULL
30018781317090,172.19.28.72,NULL
5299906187815466,10.9.3.198,NULL
6011296002697520,192.168.235.114,NULL
4597181321573791,10.92.220.242,NULL
3506064034975671,10.44.117.65,NULL
180000610330286,10.226.81.209,NULL
3582958397652628,192.168.235.34,NULL
30119365363524,172.19.181.31,NULL
342013438973158,192.168.126.121,NULL
180058972903231,192.168.98.250,NULL
6528847584841294,10.115.43.61,NULL
30133791021143,172.26.98.38,NULL
341908332107731,192.168.252.13,NULL
4115108648172596,10.214.195.141,NULL
340313382105993,192.168.26.155,NULL
4674762905129740,192.168.141.243,NULL
3535168828139157,192.168.114.77,NULL
639020533381,192.168.41.4,NULL
6011138230911580,10.173.210.89,NULL
379403203997589,172.29.60.223,NULL
4140324596504329042,172.27.172.52,NULL
30263494791989,172.19.48.92,NULL
30405225221733,172.21.94.204,NULL
6584056083895097,10.8.4.81,NULL
4243874036258090,10.117.98.55,NULL
213185124264021,172.19.251.39,NULL
4251235670850414147,10.24.42.52,NULL
3531844529452453,10.111.27.55,NULL
180082000697532,172.28.45.163,NULL
6533344450464446,172.28.25.132,NULL
3502927294937512,10.224.155.5,NULL
4415134655679744728,192.168.181.177,NULL
213133394174207,10.10.34.243,NULL
30360252904695,172.23.80.143,NULL
3509463446237463,192.168.160.202,NULL
6533109820619031,172.27.164.58,NULL
3507138300081817,10.242.183.149,NULL
375020386533876,10.3.234.88,NULL
213171886266099,172.25.143.228,NULL
3512850436698214,172.25.121.140,NULL
4803692825931,192.168.205.3,NULL
4489926398695,10.30.27.72,NULL
3587532902595146,172.29.54.39,NULL
4497523037123620,172.31.145.101,NULL
4744104113385,172.29.187.169,NULL
6504864246413030,172.19.92.3,NULL
3567194709233357,10.133.38.25,NULL
6543467368071850,192.168.94.86,NULL
4048384308463375,172.19.125.92,NULL
4900503824110403,172.28.79.226,NULL
3506972007123428,10.144.202.64,NULL
346689461731237,192.168.45.61,NULL
3517576641666317,10.193.107.150,NULL
213193190685616,172.21.11.128,NULL
3548460339300732,172.25.108.115,NULL
4776091724331478,192.168.178.153,NULL
4868867918749750,10.78.193.111,NULL
3570619490512457,172.24.171.56,NULL
4426666168923908,10.159.27.217,NULL
213140867521889,192.168.196.89,NULL
3568455389111398,192.168.60.139,NULL
372284906612155,192.168.112.116,NULL
676302914558,10.116.200.89,NULL
4389965073832625,10.80.25.51,NULL
4646135027676,10.247.73.181,NULL
3547049146935797,10.133.6.149,NULL
4040161586376109,172.21.128.0,NULL
213173546228238,172.27.104.88,NULL
4433405787275,192.168.131.38,NULL
4812611925392007,10.152.13.75,NULL
3519666727519999,172.21.255.116,NULL
376622670738316,192.168.11.158,NULL
3560245231713634,10.152.197.1,NULL
5315239958347976,172.29.156.209,NULL
3548906354399165,192.168.230.123,NULL
502097025907,172.18.208.69,NULL
4218208970493580,10.8.249.118,NULL
4482969162182385,10.187.102.170,NULL
4967729907152253250,172.28.184.74,NULL
6011750736545116,172.28.196.217,NULL
2223533300968515,172.26.118.82,NULL
4181735768635419417,10.96.114.87,NULL
372236776684698,172.28.24.2,NULL
5343958842207189,10.82.164.26,NULL
5221958424196229,172.30.8.37,NULL
4964375378513,172.31.166.141,NULL
3535330764601257,192.168.117.19,NULL
4947465228782531,10.91.77.52,NULL
4021715623079411671,10.160.13.199,NULL
180059500141765,172.17.230.228,NULL
180081342476951,10.167.164.144,NULL
6011868659835569,10.223.1.97,NULL
4555889628792332,10.76.216.155,NULL
4255877960308,172.27.218.163,NULL
6011152891642624,172.24.55.227,NULL
30483192965590,10.151.48.48,NULL
571805763612,10.150.96.104,NULL
5138893634346649,172.18.96.142,NULL
180096221956626,10.135.187.228,NULL
4352847051568319,192.168.103.107,NULL
4156236120163880,172.20.238.186,NULL
4335132217063303,10.220.182.153,NULL
30275738387523,192.168.86.43,NULL
4843885967481760,10.112.94.31,NULL
675983756437,192.168.190.147,NULL
4839137659081714,172.23.185.247,NULL
3569547809929372,192.168.115.213,NULL
5154800120656455,192.168.99.130,NULL
4585897779262496,172.16.173.246,NULL
6537922968244321,172.29.116.254,NULL
38007278995015,10.89.84.209,NULL
675960430485,10.207.234.253,NULL
4409934630806,172.21.119.177,NULL
30509314398169,172.18.216.16,NULL
4859602944048039,192.168.56.234,NULL
378526921278477,192.168.225.191,NULL
4188701077310387815,192.168.163.236,NULL
565151350008,172.18.202.1,NULL
4566120041407564,192.168.78.49,NULL
4922224936398747366,192.168.134.141,NULL
3574897152045166,10.149.213.134,NULL
6530987664720269,10.171.63.210,NULL
6536356246739052,10.181.236.90,NULL
4905883744632016,192.168.82.30,NULL
4058412289021,192.168.104.154,NULL
4136653934740011687,192.168.109.70,NULL
4951947363560,172.20.198.204,NULL
5207323195816489,10.197.180.105,NULL
5356633734903864,10.106.225.37,NULL
6011388824181476,192.168.251.155,NULL
345803815204558,172.19.148.106,NULL
4686856271111,172.24.68.51,NULL
374436146233832,192.168.94.205,NULL
3556905554978710,172.20.37.113,NULL
3501689059137081,172.28.124.134,NULL
180055675647768,192.168.243.204,NULL
4320118901667001,192.168.23.185,NULL
180077624493722,192.168.63.28,NULL
376276015218896,10.182.247.242,NULL
676146674632,192.168.9.70,NULL
348497645398255,172.29.55.90,NULL
30382731470064,172.23.54.167,NULL
6573463130538089,172.17.219.177,NULL
342120172625538,10.11.125.169,NULL
213159458755276,192.168.207.161,NULL
180047052743583,172.31.54.46,NULL
4324463969881,10.130.82.118,NULL
4488821350181550,172.31.178.131,NULL
6011672517482758,192.168.114.77,NULL
4283313365733242,172.28.40.201,NULL
4723437465658823,10.240.192.103,NULL
30141497066056,192.168.132.67,NULL
5137994411318347,172.16.153.196,NULL
348765826460346,192.168.206.166,MN
6585310376215185,172.25.211.22,OR
4137422843177720850,172.28.26.169,CA
4848144442584909336,172.31.138.240,NM
3598660724886927,172.29.187.13,WA
4750149362613146721,172.24.196.138,MS
4336028803779675,10.29.216.141,KY
4467390371570,172.27.69.39,VT
6011869724092772,10.136.53.144,IN
6011969555717974,10.78.112.39,KS
4982554955043007442,192.168.240.253,ID
4973044879406331,172.27.83.181,NV
3523595761111369,192.168.39.196,AL
501812500541,172.16.40.158,NV
180007743365626,10.63.233.168,ND
30443556780787,10.155.131.204,IL
375712024591957,192.168.99.32,MS
3521881287540980,192.168.248.225,LA
3574961180083290,172.17.123.72,ND
6551465802130091,192.168.17.172,PA
675943613025,192.168.110.0,RI
